comment,toxic,lang
The Qatari Ministry of Foreign Affairs at http://english.mofa.gov.qa/visa.htm plus http://english.mofa.gov.qa/details.cfm?id=93 lists yet another price (50 QAR) and has the length at two weeks (extendable for another two).,0,en
"Antiochus III 

The prophecy in Daniel about Antiochus is an example of vaticum ex eventu.  Daniel is known, in the form we have it, to have been written pseudepigraphically in the 2nd century BC (the Aramaic middle chapters may be a century or so earlier) during Antiochus' persecution of the Jews 1",0,en
""" 

  

  

 Questions... 

 This article needs editing.  The title of the article is 10-Point MUST system.  Judges MUST award 10 points to someone.  There is no 9-8... 

 In this system, how is a split decision scored? 

 Example: 
 Judge A scores the fight 10-9, 10-9, 10-9 for fighter """"A"""" (30-27",0,en
"""

to PelasgicMoon>
take it easy now. being confused is ok.
why don't you get some good old ancient (and modern) quotes?>
http://en.wikiquote.org/wiki/Macedonia

the """"ancient Greek king"""" must stay because it is a fact and it underlines Alexander's heritage in order to defend it from fairy-tale tel",0,en
Biography - Peggy Kerry,0,en
"Please refrain from adding nonsense to Wikipedia, as you did to talk:wallaby. It is considered vandalism. If you would like to experiment, use the sandbox.  -  (talk)",0,en
""" 

 ==2007== 
   and anyone else:  I'm curious about the result of the 2007 race.  It shows a winning time of 4 minutes 3 seconds.  This cannot have taken place over the standard 2km straight course (unless Cambridge had an inboard motor fitted).  It also appears, from other race reports, that this",0,en
"2nd lever warning

Stop taking back the facts, which you do not know ahout, nobody is removing anything, except what is wrong, you are not a historian, so get lost, the only warning, i suggest should go to you.
AND GET ME ONE ADMINISTRATOR I CAN TALK TO, NOT IGNORANT ONES...",0,en
"Notre Dame Bishop Gibbon High School 

Please cite your references to the dates you have changed on the article. If they are not cited, they may be reverted. Cheers
  Talk! Contrib!",0,en
"""

Fair enough.  But I removed the following paragraph because it is vague, reads like an opinion, and has very little to do with him.  If you want to talk about how his book references these things, that's fine, but the section I removed (below) is not worded that way.

""""Engler also highlighted Ca",0,en
"per physical appearance 

In regards to your question about adding more pictures, one of the main concerns of editors on the MJ page is that the pictures are cluttering up the text and making it more difficult to read. I would have to agree with this concern: as nice as pictures are, wikipedia is ab",0,en
"Thank you very much 

That means that you've already talken to HamishMacBeth about Victor Williams.
If you need help then go to my talk page.

Lieutenant Dol Grenn",0,en
"English 

I edited this article to follow English spelling (OED as far as possible), rather than the mixed English/American-English usage found previously.  Wikipedia convention seems to show that articles pertaining to a specific English speaking country or a citizen of a specific ENglish speaking ",0,en
""" 

 == Where's Atlanta?? == 

 According to Atlanta.gov (http://www.atlantaga.gov/index.aspx?page=818), the document entitled """"2011 Comprehensive Development Plan Population"""" (http://www.atlantaga.gov/modules/showdocument.aspx?documentid=3890) states that the 2010 city of Atlanta population was 5",0,en
":The movie never says that the British were pro-slavery. It says that Britain supported the Confederacy because of the cotton it needed for its textile mills. According to all my school history books, that's true.",0,en
"Cement mixer redirects here, but isn't listed. I don't know how to do all this stamping stuff, and it interests me about as much as the wikipedia policy on policies and other pseudo-intellectual nonsense. Also, cocks.",0,en
"For an early example, see: Horne, Thomas Hartwell, An introduction to the critical study and knowledge of the Holy Scriptures, Volume 2, T. Cadell, 1828, pp 523-525",0,en
""" 

 ==Legitimate changes I made that keep getting reverted == 

 RE-EDIT: I honestly think that """"was also released that year"""" (found at the beginning of the second paragraph) does not makes sense. It does NOT and SHOULD NOT apply to her self-titled album. She DID NOT release any other album in 20",0,en
"""
""""IF"""" is right. There's really nothing more left to put on a script that hasn't already been said or done, other than another apocalyptic movie, that somehow involved dinosaurs; leading to his statement on making a 'spin off' - Steven needs to wise up and stop waiting.  (mailbox) """,0,en
"Couples 

As far as I can see, the phrase 'same-sex couples' was deleted to appease one unhappy yet vocal editor.  I have reinstated it.  The phrase is used elsewhere in Wikipedia when discussing this subject and its use here therefore makes sense.",0,en
"S&P; 500 Component
|industry         = Consulting, Information Technology
|foundation       = 
|founder          = Rajat Sinha
|location         = White Field,Bangalore, INDIA
|area_served      = Worldwide
}}",0,en
""" February 2013 (UTC) 

 ::Content on Wikipedia must be verifiable by reliable sources, not original research or someone's personal opinion that the years prior to 1970 are """"less important"""", or it is """"unfair"""" or """"diminishes"""" the Steelers, 49ers, and Cowboys successes. All reliable sources that",0,en
"The Red Beret
An anglo-US mishmash",0,en
"October 2007 
 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.   
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",0,en
"Ah, come on. Seriously, wtf.",0,en
how dare you get rid of my edits !!!,0,en
I have implemented most of these suggestions now.,0,en
"""

 Math Duel 
 You´re interested in numbers? I guarantee to you that I am a more skilled mathematician than you are. I may not have your fancy degrees and book-learning, but I am naturally gifted. I was offered a job in the field of advanced Mathematics & Cybernetics before I graduated highschool, ",0,en
""" 

 :::My point exactly. """"Literally"""" can mean several things, of course, and the characters can mean different things too. There are already Wiktionary links in the """"Origins"""" section for those who wonder what 反 and 切 might mean, so I think neither a literal translation of 反切 nor separate transl",0,en
"*Well, I consider Walter's behavior on  and Talk:OpenOffice as a clear trolling, inserting bad faith warnings and edit-warring against the owner of the talk page to keep those warnings. For an experienced editor it is unacceptable and since he has a long block list already I decided to give a relati",0,en
"Camp is well known among the creationary group as I should know.  The Creationary community is not and has never been homogeneous.  There are many different ideas, but for the most part they get along great.  The ICC's are examples of sharing of ideas and community.  There are some recognized off-sh",0,en
Your understanding of canvassing and consensus appear to be as flawed as your understanding of extrapolation.,0,en
"""==:Golden Hands Inc.==
A tag has been placed on Golden Hands Inc., requesting that it be speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because it is a very short article providing little or no context to the reader. Please see Wikipedia:Stub for our min",0,en
"== Wow! == 

 That's really nice of you to welcome everybody! MY COMPUTER has no tidles!  1:59 PM, Thursday, 18 May 2006 (AWST)",0,en
Sorry I did not know about the talk page. What I wanted was to portray a true picture of the Taipei American School. The original page was reading like an advertisement.,0,en
"""One of the """"Best Chess Grandmasters"""" of the Philippine""",0,en
", 5 July 2008 (UTC)

The reason I chose to rename the page to APR308 is because it was simply the first rifle developed in the series, the primary model, which was then developed into the specialized variants, the Police, Suppressed and .338 rifles. Like with the Arctic International rifles. The AW ",0,en
"Korea Development Bank FC 
Why did you delete article about Korea Development Bank FC? This artcle have references and don't have any reason to delete. Please explain reason in detail. If you deletion is right, so many football club article also deleted. User Cloudz679 did attach deletion tag, when ",0,en
"""
The reason the PS2 lacks AA is because AA requires processing power. If the PS2 were to attempt to render any of it's higher-end games with added AA, it's framerate would keel over and die. I further believe you have no idea what you are talking about because you claim AA does not make digitally r",0,en
"""

I think you are talking second part of the story (After the war, relocation period). """"what gave Turks the right to tell Armenians what to do?"""" I didnt get you. Armenian and turks were living together in the same land and were being ruled by ottoman empire, so ofcourse Turks had the right to tel",0,en
:That looks fine. The connection with Čolaković is interesting.,0,en
clubs in terms of trophies won.,0,en
WikiProject Romania,0,en
:PS. I'd encourage you to look at the external links as well.,0,en
"SchuminWeb|SchuminWeb]]  00:26, 11 December 2009",0,en
"C-Clamp
Hello seaphoto, it has been brought to my modest attention that my unforgivable hands have been frolicking on the internet while I'm sleeping again. I personally am a field expert on C-Clamps and have extensive knowledge of their unfathomable amount of uses. I will go back to wearing my mitt",0,en
"No, you are not introducing original recipe of South Korea at all. A lot of Japanese food is being imported by South Korea. Therefore, I think that it should thoroughly talk about this problem. I can offer a lot of information. Let's discuss it. To a thorough target.",0,en
"19:55, 27 January 2006 70.16.226.247
As i said blanking pages is considered vandalism. If you want to say something about any page. You can use its talk page.",0,en
"Support.  If you consider only two large cities, it would be hard to determine that a primary use exists.  Add in all of the other uses and clearly there is can not be a primary use.  Clearly being the home to Harvard University and the Massachusetts Institute of Technology makes the Massachusetts c",0,en
"""(outdent) Of course, Kevinalewis. The quick answer is probably all the sections...! As examples, here's a start: 
 #Introduction: """"The book primarily deals with the transformation, through youth's vigor, of a moribund and slothful community."""" Is that really how we would describe the action if we ",0,en
"Thank you for experimenting with the page John Doolittle on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  A link to the",0,en
"Join the Mike Garcia Brigade. together we shall make Jimbo's balls fry!!!

Join the Mike Garcia Brigade. together we shall make Jimbo's balls fry!!! Email is john(price-per-unit)freeq(end-of-sentence)com",0,en
"""

 mary kelly (artist) 

Hi, I updated the information on Mary Kelly following your advice; however, when I type """"mary kelly"""" in the search box it still offers only one choice instead of two. Could you please help? Thanks. D_elitza """,0,en
::As inserted it had zero relevance. I have tried to clear up that problem by drawing in the relevance (i.e. grounds for appeal) and clarifying the date of the original case. See what you think. @Cody; the events (and the case) were in 1985. It is only recently he was convicted of it. It was probabl,0,en
"== WikiProject Cycling == 

 Hi, I've created WikiProject on Cycling. Please come and join us in building up Wikipedia's articles relating to cycling!",0,en
""" 
 ==I don't get your edit Shii== 
 Certainly this article isn't entirely about doomsday, and yes it was right to move it from 2012 doomsday prediction. But it has a section on the end of the world. Mentioning the doomsday in the lead is necessary as the lead must summarize the article's content.  ",0,en
"""
The lead is OR.  Moldovan is, according to the Moldovan constituiton, the official language of Moldova, not one of its names. Moreover, people in Russia, Kazakhstan or EU (Estonia), who are not Moldovan citizens and have nothing to do with Moldovan officials, still call their language Moldovan. Th",0,en
"== Merger Proposal - Bollywood Times == 

 Hello, this is a note to say I have created a merger discussion regarding the Bollywood Times(India) article which you created recently. You can participate in the discussion here. Regards,",0,en
"If you could check any changes since my final revision, give it any last polish it needs, and send it out please, Mr Postman. Thank you!",0,en
REDIRECT Talk:North Eastern Asmara district,0,en
"""
To me Cush seems one of the sane, reasonable voices in this endless debate. Regardless, I frankly would be happy if you can retract/amend your personal attacks. talk """,0,en
"""
Yeah, this is pretty much how I see you. I can tell the difference between an editor or admin """"out to get me,"""" a few are on occasion, maybe, and one who is simply dealing with matters as they appear at the moment. Often what I do can be hard to understand; if I'm brief, it's rejected as incohere",0,en
"::::Yep, you work with what you've got, and what we've got here is an extremely selfish editor who'd rather dick around making trivial edits, edit-warring, and bothering and incorrectly warning other editors (and who can't count to three either, I guess) rather than do what's right and help fix his ",0,en
no Unit Structures; a lot of Air LPs but no Art Ensemble,0,en
"Is anyone from Morphett Vale here? 

Hey, just wondering, is there anyone who lives in Morphett Vale on the site?",0,en
"Layla, looks like you've hit a brick wall.  Someone finally has come forward with factual information and jammed it down your throat.",0,en
"""

Not only is """"Tees Valley"""" a made-up name, Hartlepool is neither near the Tees nor in a valley.""",0,en
"""

Unspecified source for Image:Bcgpc.PNG

Thanks for uploading Image:Bcgpc.PNG. I noticed that the file's description page currently doesn't specify who created the content, so the copyright status is unclear. If you did not create this file yourself, then you will need to specify the owner of the ",0,en
"The economics section is woefully pessimistic. Tasmania has been booming for the last three to four years. Tourism is booming, property market is building and labour shortages are commonplace throughout the state.",0,en
http://es.wikipedia.org/wiki/Usuario_Discusi%C3%B3n:Sarah_W.,0,en
"Can't i 
So, i can't create an article about my best friend? (  )",0,en
"Model minority - vandalism 

I don't understand why you removed this. I reverted it because it doesn't make sense. Is it an official wikipedia policy to remove all edits of blocked users? And I'm no sockpuppet!!!",0,en
"== Connor Barrett == 

 Hi, Given how much the article has changed, are you still in favour of deleting it?  Regards,",0,en
"Jamillette Gaxiola  

The threshold for inclusion in Wikipedia of any entry is  verifiability, not truth—that is, whether readers are able to check that material added to Wikipedia has already been published by a reliable source, not whether we think it is true. Editors should provide a reliable sou",0,en
"Clearly stating that IBM's Lotus Symphony does support ODF, ODF v1.1 to be precise.  
 It's very interesting to read about what information are lies and what's just disinformation or confusion.",0,en
"Re: All Items
I know that you said I did somethings to your items. But I am not lying and very honest to tell, I really did not do those as a matter of fact. I was not editing the wiki on certain times and blocked as some people tried to hack and do nasty things. I am really sorry for the incidents ",0,en
"""

 A beer for you! 

  good work your doing well   """,0,en
"> 
 From 2nd GA Review: 
 * Citation clean-up. 
 * Update 'Europa Series' section. 
 * Update 'Specification' section. 
 * Update 'Counterfeiting' section. 
 * Reference watermarks in 'Security features' section.",0,en
""":::The title of the page is: """"Privatization Issues"""" and it correctly involves out-sourcing which is also called contracting out.  Your arguments are not logical and are very polemical.  You don't seem to accept reason (by the way Reason is one of my sources and they are pro-Privatization) and not",0,en
"(YOU ARE FAGS) 

 I AM LEVEL 2 OF LEVEL 2 AND YOU ARE STILL FAGS 

Menergy Energy for MEN",0,en
"""Thank you for experimenting with the page Celtic F.C. on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  A link to the e",0,en
"==GIBALDI== 
 HIS NAME WAS GIBALDI YOU FAGGOT, DONT EVER CHANGE IT AGAIN",0,en
"This needs renaming. Motorola doesn't generally use the ROKR designation for the U9, and Motorola's marketing describes it as the MOTO U9.

http://www.motorola.com/motoinfo/product/details.jsp?globalObjectId=212

Rename to Motorola MOTO U9?",0,en
"""
Doen ''''  (cricket calendar poll!'') """,0,en
(as you have reminded many editors whereever you go),0,en
"hilarious, i've been logged out again. /",0,en
"""

Third World Comments
I also fail to see how his comments about third world countries belongs in the controversy / criticism section.  Does anyone actually take issue with his claim that they have """"problems of poverty, disease, and corruption?""""  He's basically saying that third world countries a",0,en
Ethnologue SIL is not a reference concerning CK maori.,0,en
"""
I'm not sure that """"many"""" said any such thing, nor what value that would have even if they had done - this isn't a game of promises or about bargaining and haggling; nor is it a democracy where what the majority say counts. In any event, I know that I repeatedly and consistently said that """"Taiwa",0,en
"If you're too stubborn to read and absorb what I'm saying, then that's not my fault.   
 :::",0,en
"This is not spam.  Your unsubstantiated and unwarranted accusation doesn't make it so.  No Ipse dixit here.  You are entitled to you opinion, but you happen to be wrong.  Stan",0,en
"After whom was the road named? 
If one of the family fought or was a general of distinction in that war with Lord Elgin that might provide an explanation, as would an Arbuthnot in the Colonial service. Possible candidates are the Generals
 Charles George Arbuthnot 1824-1896
 Charles George James Arb",0,en
Bold textWELL THANKS FOR REPEATING IT,0,en
"re 

yes i agree with this it seems fair",0,en
"agreement proposle 
WHAT IF I CAN SHOW YOU THAT I HAVE CHANGED",0,en
"alright, Yannismarou obviously it wasnt you who changed the article but since it is being re edited so many times on a daily basis by your co patriots, it is not so easy to keep its account about who did what, anyway my apologies",0,en
"""==Regarding edits made during March 27 2008==
Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  -  talk """,0,en
"Baker Hosted Isner Awards 3Xs
I'm not sure how to 'prove' this, but when I was writing term papers in high school , 'common knowledge' did not have to be foot-noted.  I would imagine this is common knowledge to those in the comics field. 

I fear Wikipedic litigation, as a certain unamed user has an",0,en
"""

 BLPN 

Your input at the Michael Wines section of WP:BLPN would be appreciated.  (smalltalk) """,0,en
"Henry of Poitou, Abbot of Cluny 

 According to the historian Alfred Richard, author of Histoire des comtes de Poitou, Henry's identification as a son of William IX was an error. Henry first appears as a prior of Cluny in an 1100 charter, making him far older than William's children. In addition, He",0,en
"Image:Parkins Valley.jpg listed for deletion 
An image or media file that you uploaded or altered, Image:Parkins Valley.jpg, has been listed at Wikipedia:Images and media for deletion. Please look there to see why this is (you may have to search for the title of the image to find its entry), if you ",0,en
|people of New York|musicians,0,en
please refrain from such childish behaviour as you showed on the Ulf page.,0,en
""" 

 == Robert Waggoner addition == 
 The following was recently added by an account that appears to be the publishing firm for the book cited.  Given the clear confict of interest in such an addition I have moved it here so unconnected editors can consider whether it is an appropriate addition to t",0,en
""":: uhhh, we could also add Standford Shaw on the list and last time I checked, he was a western scholar. As for the rest of your text Mr. Kojian, the fact of the matter remains that there is no concrete evidence written or otherwise that the Ottoman goverment of the time gave explicit or even impli",0,en
"== Hm... == 

 My edit to a talk page was not constructive?  It's not like it was even on an actual article or anything.",0,en
""" 

 ::: I very gladly lack """"knowledge"""" about any and all of the millions of websites on the internet. Do you understand what the problem here is? Wikipedia has to have some standards of inclusion, it's not a repository of any and all information there exists in the world. So what if you included ",0,en
"There is no such clear consensus and as is also clearly stated this process is not a vote but an unbiased consideration of arguments.  The notice at the top of the deletion page clearly invites anyone to contribute, yet you say their arguments should not be counted because they are single user accou",0,en
"Contested deletion 

This article should not be speedy deleted as being recently created, having no relevant page history and duplicating an existing English Wikipedia topic, because... I am new at posting to Wikipedia and working as quickly as possible to resolve the issues with this page. Thank yo",0,en
"Newry 

Im originaly from Newry. What school do you go to?",0,en
""" 
 * Whether or not the name is correct English is not relevant: the article is about the university and thus should use the correct name of the university (which does not include """"of"""", see e.g. their website). I don't think that correcting mistakes (is it really?) in the names of organizations i",0,en
The article should not be deleted because it is trying to create awareness about a college radio station that simply should be known like anything else. Many people work hard to operate ComRadio and is deserves the respect of having a wikipedia page and more. With time many individuals will add to t,0,en
"The German figures much more reliable (and by this I mean internal sources, captured later, not the official propaganda), except by the time of the Nazi collapse everything was of course in chaos.",0,en
"History of Athens
I think that the big Parthenon pic should stay. It shows how long the Parthenon has been in the city. As a matter of fact, I think all modern-color pics of stuff still standing should be moved to the Athens page, with all of the b/w and historical photos at the history page.  06:06",0,en
[sic. This and the below originally adressed to 'Rangeley'.],0,en
""" 

  

 ==History section== 

 I moved the history stuff down to a new section, specifically for it; it didn't really belong in with the temperament stuff, especially at the top. I changed the information on weights to make it less America-centric  I have found one standard allows weights up to 4 k",0,en
I see that my edits have apparently been reverted wholesale.,0,en
"""::::You mean you are seriously proposing to rename this article to """"Criticism of Joseph Mercola""""? I await the RfC.   
""",0,en
Amen brother. 76.100.195.188,0,en
"There were a class fo people between nairs and kshtriyas.But NSS brought many of them were into its fold.For ex.,marar community,they were not nairs a 100 years ago so is the case with many surnames that are appearing as nair.anil4773",0,en
")

 Demonising Turks 

It is obvious from certain Wikipedia articles that many people are using it as a vehicle to demonise Turks. Wherever possible articles derogatory to these people are being written, media and writings manipulated so that when a search is done of Google - only one version - a co",0,en
"Rest assured, there is nothing incorrect about the posted equations, I've been using them in this form for more than a decade. The volume units used in the equations is cubic meters.  Since there are 1000 liters in a cubic meter, you need to multiply by 1000 to convert from cubic meters to liters.  ",0,en
"== Merge proposal == 

 I just proposed at Round church that it should be merged into this article. AFAICT there's no reason for listing some buildings under the one title and some under the other (and indeed, eg Temple Church under both).",0,en
""" 

 :I've heard of Cyberia, but can't find any reliable sources to back up the article.  0 hits on Google Books and Google News.  Unless we have *something* to attribute the information to, I would favor removing Cyberia as well.  There is more than one """"Cyberia,"""" after all, and as far as I can t",0,en
"""Once again (for clarity), IT IS THE ARTICLE THAT IS MAKING THE CLAIM, I am challenging it, so therefore the burden of proof lies with the article to prove its assertion or stay silent. One rogue author's opinion is not a """"fact"""" just because someone happened to publish it. Since it is an extraordi",0,en
"""== Symbolism in """"The Pebble and The Penguin"""" == 

 If you ask me, this movie has a lot of symbolism in it.  The pebble is basically a symbol of divine love, which helps Hubie to become more confident in himself and stand up to the cruel and vicious Drake.  It should be noted that it's Hubie, who ",0,en
"""

 John Major Jenkins quote about Wikipedia 

""""... Wikipedia is a joke; it's a breeding ground for the vindictive and envious ... """" Verification available upon request.""",0,en
Blogs and press releases are not considered reliable references.,0,en
"Wen Jiabao 

Arilang, I noticed the things you added to the Wen Jiabao article. It may be best in this case to add the quotations to Wikiquote, as Wikipedia is supposed to give general information, and is not a source for quotations. If you think the quotations describe the man please add it in earl",0,en
"hi 
hope you have a great day",0,en
"Thank you. Once we hear back from Spectre on the hooks, I think this will be ready to go.",0,en
"India House
Hi Maralia, hope you're having a good summer. I was wondering if I could ask you for a massive favour and ask you to have a look at India House. This is actually a sort of sub-article of HGC, but stands out on its own right, and I sorta ran throught it in the last week. I know the Englis",0,en
The criticisms in the article linked to above have been made specifically about the iPad.  I'm going to go ahead and include it in the article.,0,en
"==Expanding and citations required ==   

 This article has less number of citations kindly provide proper citations and try to improve article according to Wikipedia policies and kindly, expand it and if you allow my self I can certainly help you in expanding it. Thanks.",0,en
"Q (forgot to add new section title)  

Since you did not want to follow up (and I was subsequently banned for a fortnight from evening writing on my own talk page) can you please give me the name of a honest high level moderator that I can contact about the abuses that occurred to my account? thank ",0,en
"""== Some baklava for you! ==

  Hi   """,0,en
"""

 Please do not vandalize pages, as you did with this edit to Christ. If you continue to do so, you will be blocked from editing.  Alex Muller """,0,en
equipmenti love penuis poo mpoeeeeecrevices,0,en
"There was a review of WP:NFCC about this page, at WP:NFRC which determined that the files should not be in this article. Do not re-add them.",0,en
"I don't know if this is exactly like the Press Release but you can use this as a source:

http://tvguide.sympatico.msn.ca/RealityTV/Articles/090624_hells_kitchen_6_contestants_AD",0,en
"I never said she ought to be in the category “opposed to fan fiction”; I just said that I thought it might be notable that she was, at one point, opposed to it—or other people around her were opposed to it—to the point that she took legal action against fans. —",0,en
"Question 
 Hello, Ummm....i was looking at this page and know this person, he was a great sensation in the 80's in Honduras, i could probly give more info, how do i do that?",0,en
"""

P.S. In response to 'canvassing': I think such accusations are, once again, biased. We see users such as Kittybrewster admit to it, but nothing happens, because she is supporting the status quo. Canvassing for the status quo=acceptable. Canvassing for a minority position=unacceptable. This, despi",0,en
"[   ]
http://www.smallholder.co.uk/news/878983.honey_storage/",0,en
"I have no problem with anti-Masonic links that are founded in fact. On the other hand, links that are built around innuendo, hearsay, and frauds for which the author actually took responsibility have no place in an encyclopedia.   21:00, 26 Aug 2004 (UTC)",0,en
"NEITHER OF YOU HAVE SAID ANYTHING CONTRARY...omg.  Smith, wrote of economics. Kant wrote of how this economic system could bring peace.  Liberalism is about free market limited government. Smith saw that people were selfish and greedy but understood that free market capitalism will align selfish and",0,en
"""

Well, the primary author, , is not responding, and the secondary author, , has not logged in.  I left posts at both talk pages more than 24 hours ago, and will now leave reminders as well.  Please suggest what I should do if, say, no response is posted here in the next 24 hours as well.  «Talk» """,0,en
